column,non_missing,numeric_non_missing,unique_values,role,min,max,std
frac_Ag,636,636,7,numeric_feature,0.000000000,0.500000000,0.034331115
frac_Cd,636,636,4,numeric_feature,0.000000000,0.333333333,0.031951923
frac_In,636,636,6,numeric_feature,0.000000000,0.500000000,0.045392864
frac_Sn,636,636,7,numeric_feature,0.000000000,0.500000000,0.057649632
frac_Sb,636,636,11,numeric_feature,0.000000000,1.000000000,0.076860933
frac_Te,636,636,19,numeric_feature,0.000000000,0.833333333,0.191884245
frac_I,636,636,17,numeric_feature,0.000000000,0.833333333,0.200281860
frac_Xe,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Cs,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ba,636,636,6,numeric_feature,0.000000000,0.666666667,0.043242046
frac_La,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ce,636,636,4,numeric_feature,0.000000000,0.500000000,0.025080413
frac_Pr,636,636,6,numeric_feature,0.000000000,0.428571429,0.034497898
frac_Nd,636,636,3,numeric_feature,0.000000000,0.333333333,0.026762166
frac_Pm,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Sm,636,636,4,numeric_feature,0.000000000,0.500000000,0.030555349
frac_Eu,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Gd,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Tb,636,636,5,numeric_feature,0.000000000,0.666666667,0.042937943
frac_Dy,636,636,3,numeric_feature,0.000000000,0.333333333,0.026762166
frac_Ho,636,636,3,numeric_feature,0.000000000,0.666666667,0.037281639
frac_Er,636,636,4,numeric_feature,0.000000000,0.333333333,0.025191167
frac_Tm,636,636,3,numeric_feature,0.000000000,0.333333333,0.029713809
frac_Yb,636,636,4,numeric_feature,0.000000000,0.500000000,0.031772272
frac_Lu,636,636,5,numeric_feature,0.000000000,0.400000000,0.032902963
frac_Hf,636,636,7,numeric_feature,0.000000000,0.600000000,0.049353162
frac_Ta,636,636,11,numeric_feature,0.000000000,0.666666667,0.057608721
frac_W,636,636,4,numeric_feature,0.000000000,0.666666667,0.037841057
frac_Re,636,636,5,numeric_feature,0.000000000,0.375000000,0.021574385
frac_Os,636,636,3,numeric_feature,0.000000000,0.250000000,0.011409728
frac_Ir,636,636,5,numeric_feature,0.000000000,0.333333333,0.020581623
frac_Pt,636,636,4,numeric_feature,0.000000000,0.333333333,0.042065399
frac_Au,636,636,6,numeric_feature,0.000000000,0.500000000,0.052694483
frac_Hg,636,636,5,numeric_feature,0.000000000,0.500000000,0.037530470
frac_Tl,636,636,8,numeric_feature,0.000000000,0.666666667,0.044527704
frac_Pb,636,636,8,numeric_feature,0.000000000,0.500000000,0.052201072
frac_Bi,636,636,11,numeric_feature,0.000000000,1.000000000,0.091587179
frac_Po,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_At,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Rn,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Fr,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ra,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ac,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Th,636,636,5,numeric_feature,0.000000000,0.333333333,0.030625509
frac_Pa,636,636,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_U,636,636,4,numeric_feature,0.000000000,0.333333333,0.030899472
