column,non_missing,numeric_non_missing,unique_values,role,min,max,std
frac_As,4604,4604,52,chemistry_feature,0.000000000,0.750000000,0.080905332
frac_Se,4604,4604,143,chemistry_feature,0.000000000,0.769230769,0.176608598
frac_Br,4604,4604,26,chemistry_feature,0.000000000,0.800000000,0.053156894
frac_Kr,4604,4604,1,chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Rb,4604,4604,51,chemistry_feature,0.000000000,0.857142857,0.044110338
frac_Sr,4604,4604,40,chemistry_feature,0.000000000,0.625000000,0.041496718
frac_Y,4604,4604,31,chemistry_feature,0.000000000,0.750000000,0.039159971
frac_Zr,4604,4604,36,chemistry_feature,0.000000000,0.857142857,0.058972138
frac_Nb,4604,4604,49,chemistry_feature,0.000000000,0.750000000,0.042636353
frac_Mo,4604,4604,35,chemistry_feature,0.000000000,0.750000000,0.037325618
frac_Tc,4604,4604,6,chemistry_feature,0.000000000,0.750000000,0.027452981
frac_Ru,4604,4604,20,chemistry_feature,0.000000000,0.750000000,0.049817928
frac_Rh,4604,4604,28,chemistry_feature,0.000000000,0.777777778,0.067431529
frac_Pd,4604,4604,34,chemistry_feature,0.000000000,0.833333333,0.076243344
frac_Ag,4604,4604,52,chemistry_feature,0.000000000,0.750000000,0.065280956
frac_Cd,4604,4604,73,chemistry_feature,0.000000000,0.928571429,0.066310139
frac_In,4604,4604,91,chemistry_feature,0.000000000,0.800000000,0.088170415
frac_Sn,4604,4604,73,chemistry_feature,0.000000000,0.750000000,0.072111111
frac_Sb,4604,4604,90,chemistry_feature,0.000000000,0.750000000,0.083687218
frac_Te,4604,4604,96,chemistry_feature,0.000000000,0.900000000,0.121531156
frac_I,4604,4604,46,chemistry_feature,0.000000000,0.800000000,0.062890716
frac_Xe,4604,4604,2,chemistry_feature,0.000000000,0.058823529,0.000866929
frac_Cs,4604,4604,48,chemistry_feature,0.000000000,0.750000000,0.039904751
frac_Ba,4604,4604,64,chemistry_feature,0.000000000,0.750000000,0.055295405
frac_La,4604,4604,54,chemistry_feature,0.000000000,0.666666667,0.047894632
frac_Ce,4604,4604,40,chemistry_feature,0.000000000,0.750000000,0.047889031
frac_Pr,4604,4604,34,chemistry_feature,0.000000000,0.750000000,0.046514627
frac_Nd,4604,4604,31,chemistry_feature,0.000000000,0.750000000,0.049271088
frac_Pm,4604,4604,4,chemistry_feature,0.000000000,0.750000000,0.027022167
frac_Sm,4604,4604,37,chemistry_feature,0.000000000,0.750000000,0.052046021
frac_Eu,4604,4604,26,chemistry_feature,0.000000000,0.750000000,0.040910764
frac_Gd,4604,4604,32,chemistry_feature,0.000000000,0.500000000,0.031109314
frac_Tb,4604,4604,31,chemistry_feature,0.000000000,0.750000000,0.039371285
frac_Dy,4604,4604,33,chemistry_feature,0.000000000,0.750000000,0.049786523
frac_Ho,4604,4604,27,chemistry_feature,0.000000000,0.750000000,0.040989665
frac_Er,4604,4604,26,chemistry_feature,0.000000000,0.666666667,0.037540887
frac_Tm,4604,4604,21,chemistry_feature,0.000000000,0.666666667,0.042952075
frac_Yb,4604,4604,32,chemistry_feature,0.000000000,0.750000000,0.044856946
frac_Lu,4604,4604,27,chemistry_feature,0.000000000,0.750000000,0.048438214
frac_Hf,4604,4604,24,chemistry_feature,0.000000000,0.833333333,0.053074208
frac_Ta,4604,4604,41,chemistry_feature,0.000000000,0.750000000,0.038196022
frac_W,4604,4604,33,chemistry_feature,0.000000000,0.750000000,0.034827577
frac_Re,4604,4604,25,chemistry_feature,0.000000000,0.750000000,0.030353323
frac_Os,4604,4604,16,chemistry_feature,0.000000000,0.750000000,0.034579650
frac_Ir,4604,4604,32,chemistry_feature,0.000000000,0.833333333,0.052454791
frac_Pt,4604,4604,26,chemistry_feature,0.000000000,0.833333333,0.064074743
frac_Au,4604,4604,23,chemistry_feature,0.000000000,0.833333333,0.062421129
frac_Hg,4604,4604,52,chemistry_feature,0.000000000,0.916666667,0.069526475
frac_Tl,4604,4604,35,chemistry_feature,0.000000000,0.750000000,0.057878985
frac_Pb,4604,4604,74,chemistry_feature,0.000000000,0.750000000,0.072013960
frac_Bi,4604,4604,81,chemistry_feature,0.000000000,0.869565217,0.066184667
frac_Po,4604,4604,1,chemistry_feature,0.000000000,0.000000000,0.000000000
frac_At,4604,4604,1,chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Rn,4604,4604,1,chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Fr,4604,4604,1,chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Ra,4604,4604,1,chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Ac,4604,4604,1,chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Th,4604,4604,23,chemistry_feature,0.000000000,0.750000000,0.033090435
frac_Pa,4604,4604,1,chemistry_feature,0.000000000,0.000000000,0.000000000
frac_U,4604,4604,35,chemistry_feature,0.000000000,0.857142857,0.039549798
