column,non_missing,numeric_non_missing,unique_values,role,min,max,std
frac_Tc,4764,4764,2,numeric_feature,0.000000000,0.200000000,0.002897638
frac_Ru,4764,4764,13,numeric_feature,0.000000000,0.571428571,0.024242934
frac_Rh,4764,4764,10,numeric_feature,0.000000000,0.545454545,0.019919913
frac_Pd,4764,4764,11,numeric_feature,0.000000000,0.666666667,0.026210242
frac_Ag,4764,4764,24,numeric_feature,0.000000000,0.666666667,0.058487106
frac_Cd,4764,4764,21,numeric_feature,0.000000000,0.600000000,0.042295443
frac_In,4764,4764,16,numeric_feature,0.000000000,0.750000000,0.039807555
frac_Sn,4764,4764,27,numeric_feature,0.000000000,0.521739130,0.047765326
frac_Sb,4764,4764,33,numeric_feature,0.000000000,0.750000000,0.059123645
frac_Te,4764,4764,46,numeric_feature,0.000000000,1.000000000,0.091536958
frac_I,4764,4764,31,numeric_feature,0.000000000,1.000000000,0.092175496
frac_Xe,4764,4764,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Cs,4764,4764,29,numeric_feature,0.000000000,0.666666667,0.045791672
frac_Ba,4764,4764,37,numeric_feature,0.000000000,0.600000000,0.054934024
frac_La,4764,4764,20,numeric_feature,0.000000000,0.500000000,0.029643540
frac_Ce,4764,4764,8,numeric_feature,0.000000000,0.333333333,0.009185760
frac_Pr,4764,4764,16,numeric_feature,0.000000000,0.500000000,0.019457324
frac_Nd,4764,4764,15,numeric_feature,0.000000000,0.363636364,0.019525977
frac_Pm,4764,4764,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Sm,4764,4764,13,numeric_feature,0.000000000,0.357142857,0.019175521
frac_Eu,4764,4764,4,numeric_feature,0.000000000,0.363636364,0.007439343
frac_Gd,4764,4764,3,numeric_feature,0.000000000,0.333333333,0.008992564
frac_Tb,4764,4764,9,numeric_feature,0.000000000,0.357142857,0.014194595
frac_Dy,4764,4764,10,numeric_feature,0.000000000,0.333333333,0.013508946
frac_Ho,4764,4764,8,numeric_feature,0.000000000,0.333333333,0.015492776
frac_Er,4764,4764,15,numeric_feature,0.000000000,0.333333333,0.016516561
frac_Tm,4764,4764,14,numeric_feature,0.000000000,0.333333333,0.015747805
frac_Yb,4764,4764,7,numeric_feature,0.000000000,0.500000000,0.008947566
frac_Lu,4764,4764,7,numeric_feature,0.000000000,0.300000000,0.011721451
frac_Hf,4764,4764,15,numeric_feature,0.000000000,0.428571429,0.025016261
frac_Ta,4764,4764,25,numeric_feature,0.000000000,0.750000000,0.028518440
frac_W,4764,4764,22,numeric_feature,0.000000000,0.333333333,0.026869776
frac_Re,4764,4764,19,numeric_feature,0.000000000,0.375000000,0.017662723
frac_Os,4764,4764,14,numeric_feature,0.000000000,0.500000000,0.019937867
frac_Ir,4764,4764,8,numeric_feature,0.000000000,0.444444444,0.018389652
frac_Pt,4764,4764,13,numeric_feature,0.000000000,0.500000000,0.032644017
frac_Au,4764,4764,15,numeric_feature,0.000000000,0.833333333,0.036688735
frac_Hg,4764,4764,16,numeric_feature,0.000000000,1.000000000,0.040686579
frac_Tl,4764,4764,22,numeric_feature,0.000000000,0.666666667,0.043175621
frac_Pb,4764,4764,18,numeric_feature,0.000000000,0.500000000,0.034204871
frac_Bi,4764,4764,17,numeric_feature,0.000000000,0.571428571,0.038625393
frac_Po,4764,4764,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_At,4764,4764,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Rn,4764,4764,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Fr,4764,4764,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ra,4764,4764,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ac,4764,4764,3,numeric_feature,0.000000000,0.500000000,0.008705475
frac_Th,4764,4764,4,numeric_feature,0.000000000,0.428571429,0.011809189
frac_Pa,4764,4764,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_U,4764,4764,5,numeric_feature,0.000000000,0.200000000,0.004122723
