candidate_id,source_path,x,y,z,t,frame_index,line_id,line_index,dataset_path,laser_power_W,scan_speed_mm_s,spot_size_um,grid_point_count,unique_row_count,unique_col_count,grid_cell_count,coverage_fraction,target_frame_mean,target_frame_q90,target_frame_std,target_frame_range
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,110.000000,0.000000,0.000000,0.003667,110.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,281,26,20,520,0.540385,1184.663697,1389.702441,111.006201,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,120.000000,0.000000,0.000000,0.004000,120.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,314,26,21,546,0.575092,1176.583636,1355.654859,111.849652,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,130.000000,0.000000,0.000000,0.004333,130.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,268,27,18,486,0.551440,1184.354152,1398.602460,112.602994,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,140.000000,0.000000,0.000000,0.004667,140.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,261,26,19,494,0.528340,1186.824566,1396.708704,114.781226,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,150.000000,0.000000,0.000000,0.005000,150.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,254,26,19,494,0.514170,1189.042208,1388.954849,114.349285,384.796574
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,160.000000,0.000000,0.000000,0.005333,160.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,287,29,18,522,0.549808,1182.665069,1389.702441,112.266801,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,170.000000,0.000000,0.000000,0.005667,170.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,342,30,22,660,0.518182,1172.882355,1355.531186,107.233347,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,180.000000,0.000000,0.000000,0.006000,180.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,288,25,21,525,0.548571,1186.956104,1380.597766,111.134647,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,190.000000,0.000000,0.000000,0.006333,190.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,266,26,19,494,0.538462,1188.372741,1401.310043,114.981945,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,200.000000,0.000000,0.000000,0.006667,200.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,333,28,19,532,0.625940,1172.238849,1362.956596,108.271819,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,210.000000,0.000000,0.000000,0.007000,210.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,251,25,18,450,0.557778,1190.264114,1409.219756,116.576892,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,220.000000,0.000000,0.000000,0.007333,220.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,277,26,19,494,0.560729,1185.608368,1376.329629,111.385072,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,230.000000,0.000000,0.000000,0.007667,230.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,336,28,20,560,0.600000,1171.908792,1350.755236,107.858209,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,240.000000,0.000000,0.000000,0.008000,240.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,412,30,21,630,0.653968,1163.415470,1315.603683,102.082558,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,250.000000,0.000000,0.000000,0.008333,250.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,268,27,19,513,0.522417,1181.582105,1386.994680,113.849876,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,260.000000,0.000000,0.000000,0.008667,260.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,329,27,19,513,0.641326,1176.430415,1356.456292,106.456502,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,270.000000,0.000000,0.000000,0.009000,270.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,330,30,21,630,0.523810,1177.640860,1368.739967,109.924112,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,280.000000,0.000000,0.000000,0.009333,280.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,333,28,18,504,0.660714,1171.666373,1361.118819,108.729525,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,290.000000,0.000000,0.000000,0.009667,290.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,315,28,20,560,0.562500,1174.654892,1367.543249,110.369153,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,300.000000,0.000000,0.000000,0.010000,300.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,316,27,20,540,0.585185,1181.893292,1371.162035,108.349377,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,310.000000,0.000000,0.000000,0.010333,310.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,314,26,19,494,0.635628,1179.134140,1352.532382,108.325374,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,320.000000,0.000000,0.000000,0.010667,320.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,142,29,11,319,0.445141,1189.501772,1426.804642,131.152861,385.554586
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,330.000000,0.000000,0.000000,0.011000,330.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,51,16,4,64,0.796875,1168.529851,1264.252751,68.642884,213.712669
ambench_line0_1_phase51_dense_csv,data/interim/ambench/2022_single_track/AMB2022-03/line_0_1_temperature_phase51_dense.csv,340.000000,0.000000,0.000000,0.011333,340.000000,Line_0_1,0.000000,ThermalData/Line_0_1/Signal,285.000000,960.000000,67.000000,20,10,3,30,0.666667,1113.868896,1153.052636,28.679814,90.413735
