phase120_row_id,composition,yield_strength_mpa,dominant_non_fe_element,alloy_family_key,composition_hash16,element_count,non_fe_fraction,transition_fraction,light_fraction,refractory_fraction,entropy_fraction,frac_Fe,frac_C,frac_Mn,frac_Si,frac_Cr,frac_Ni,frac_Mo,frac_V,frac_N,frac_Nb,frac_Co,frac_W,frac_Al,frac_Ti,phase122_C_x_Cr,phase122_C_x_Mo,phase122_C_x_V,phase122_C_x_Nb,phase122_C_x_W,phase122_C_x_Ti,phase122_Al_x_Ti,phase122_Ni_x_Ti,phase122_Mo_x_Ni,phase122_Cr_x_Ni,phase122_Co_x_Ni,phase122_Cr_x_Mo,phase122_C_x_Ni,phase122_C_x_Co,phase122_solid_solution_weighted,phase122_precipitation_carbon_sum,phase122_gamma_stabilizer_fraction,phase122_carbide_former_fraction,phase122_light_transition_interaction,phase122_refractory_transition_interaction,phase122_gamma_carbide_interaction,phase122_entropy_non_fe_interaction,phase122_refractory_to_transition,phase122_light_to_non_fe
MBSTEEL-0013,Fe0.655Mn0.000522Si0.00102Cr0.000110Ni0.176Mo0.0215V0.00563Nb0.0000617Co0.117Al0.000425Ti0.0228,2402.300000000,Ni,Co+Mo+Ni+Ti,2314fa79b54dec64,11,0.345044995,0.954196447,0.001444901,0.049988266,1.047725887,0.654955005,0.000000000,0.000521964,0.001019930,0.000109992,0.175987910,0.021498523,0.005629613,0.000000000,0.000061696,0.116991963,0.000000000,0.000424971,0.022798434,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000009689,0.004012249,0.003783480,0.000019357,0.020589171,0.000002365,0.000000000,0.000000000,0.305520811,0.000000000,0.293501837,0.050098258,0.001378719,0.047698626,0.014703931,0.361512573,0.052387814,0.004187573
MBSTEEL-0014,Fe0.656C0.00758Mn0.000104Si0.000203Cr0.156Ni0.0000970Mo0.0424V0.00458N0.00122Nb0.0000613Co0.131Al0.000844,1460.700000000,Cr,Co+Cr+Mo,664a4e0c2eaa5061,12,0.344058576,0.947696371,0.009846121,0.047037100,1.046673335,0.655941424,0.007579323,0.000103991,0.000202982,0.155986070,0.000096991,0.042396214,0.004579591,0.001219891,0.000061295,0.130988303,0.000000000,0.000843925,0.000000000,0.001182269,0.000321335,0.000034710,0.000000465,0.000000000,0.000000000,0.000000000,0.000000000,0.000004112,0.000015129,0.000012705,0.006613219,0.000000735,0.000992803,0.273915039,0.001538778,0.132409176,0.203023170,0.009331133,0.044576889,0.026882131,0.360116937,0.049633091,0.028617572
MBSTEEL-0015,Fe0.656C0.00930Mn0.000102Si0.000199Cr0.152Ni0.00875Mo0.0116V0.000110Nb0.000481Co0.161Al0.000621,1243.400000000,Co,Co+Cr,7c90480322862d33,11,0.344106911,0.977802618,0.010118351,0.012189013,1.005517742,0.655893089,0.009298484,0.000101983,0.000198968,0.151975228,0.008748574,0.011598110,0.000109982,0.000000000,0.000480922,0.160973761,0.000000000,0.000620899,0.000000000,0.001413139,0.000107845,0.000001023,0.000004472,0.000000000,0.000000000,0.000000000,0.000000000,0.000101467,0.001329567,0.001408291,0.001762625,0.000081348,0.001496812,0.272866023,0.001526479,0.169824318,0.164164242,0.009893750,0.011918449,0.027879080,0.346005604,0.012465719,0.029404672
MBSTEEL-0016,Fe0.657C0.000954Mn0.000522Si0.00102Cr0.000110Ni0.166Mo0.0243V0.00776Nb0.0000617Co0.120Al0.00340Ti0.0189,2381.600000000,Ni,Co+Mo+Ni,f6bdb50795d795d3,12,0.343018198,0.951365647,0.005373851,0.051020287,1.070086362,0.656981802,0.000953974,0.000521986,0.001019972,0.000109997,0.165995402,0.024299327,0.007759785,0.000000000,0.000061698,0.119996676,0.000000000,0.003399906,0.018899476,0.000000105,0.000023181,0.000007403,0.000000059,0.000000000,0.000018030,0.000064256,0.003137226,0.004033577,0.000018259,0.019918896,0.000002673,0.000158355,0.000114474,0.301313454,0.000048777,0.286514064,0.051130283,0.005112497,0.048538948,0.014649545,0.367059096,0.053628473,0.015666373
MBSTEEL-0017,Fe0.659C0.00747Mn0.000102Si0.0134Cr0.156Ni0.0000955Mo0.0297V0.00451N0.000800Nb0.0000603Co0.128Al0.000831,1412.500000000,Cr,Co+Cr+Mo,dbb1394c461b0f19,12,0.340979439,0.947737069,0.022501702,0.034271369,1.064968138,0.659020561,0.007470233,0.000102003,0.013400418,0.156004867,0.000095503,0.029700927,0.004510141,0.000800025,0.000060302,0.128003994,0.000000000,0.000831026,0.000000000,0.001165393,0.000221873,0.000033692,0.000000450,0.000000000,0.000000000,0.000000000,0.000000000,0.000002837,0.000014899,0.000012225,0.004633489,0.000000713,0.000956220,0.261234451,0.001421408,0.129001525,0.190276237,0.021325697,0.032480247,0.024545925,0.363132238,0.036161263,0.065991375
MBSTEEL-0018,Fe0.660C0.000484Mn0.000106Si0.000207Cr0.000112Ni0.148Mo0.0364V0.000114Nb0.0000625Co0.146Al0.000646Ti0.00752,1603.300000000,Ni,Co+Mo+Ni,f1c9c10d73c14040,12,0.339769910,0.954664701,0.001337466,0.044111873,1.009127962,0.660230090,0.000484169,0.000106037,0.000207072,0.000112039,0.148051596,0.036412690,0.000114040,0.000000000,0.000062522,0.146050899,0.000000000,0.000646225,0.007522622,0.000000054,0.000017630,0.000000055,0.000000030,0.000000000,0.000003642,0.000004861,0.001113736,0.005390957,0.000016588,0.021623069,0.000004080,0.000071682,0.000070713,0.319734328,0.000021412,0.294208532,0.044223913,0.001276832,0.042112048,0.013011053,0.342871317,0.046206666,0.003936387
MBSTEEL-0019,Fe0.661C0.000454Mn0.0000993Si0.0375Cr0.164Ni0.0381Mo0.000114V0.000107Nb0.0000587Co0.0972Al0.000606Ti0.000684,1185.100000000,Cr,Co+Cr+Ni+Si,f587a37422e94660,12,0.338949099,0.960580265,0.038562969,0.000963774,1.060815911,0.661050901,0.000454035,0.000099308,0.037502888,0.164012629,0.038102934,0.000114009,0.000107008,0.000000000,0.000058705,0.097207485,0.000000000,0.000606047,0.000684053,0.000074467,0.000000052,0.000000049,0.000000027,0.000000000,0.000000311,0.000000415,0.000026064,0.000004344,0.006249362,0.003703890,0.000018699,0.000017300,0.000044136,0.251814510,0.000074905,0.135409727,0.164976404,0.037042827,0.000925782,0.022339410,0.359562597,0.001003325,0.113772154
MBSTEEL-0020,Fe0.661C0.000475Mn0.000520Si0.00102Cr0.000110Ni0.170Mo0.0247V0.000112Nb0.0000615Co0.111Al0.0131Ti0.0177,2510.300000000,Ni,Co+Mo+Ni,bfdaed4d38ba3c40,12,0.338866782,0.942932001,0.014597941,0.042582080,1.055721341,0.661133218,0.000475096,0.000520105,0.001020206,0.000110022,0.170034262,0.024704978,0.000112023,0.000000000,0.000061512,0.111022371,0.000000000,0.013102640,0.017703567,0.000000052,0.000011737,0.000000053,0.000000029,0.000000000,0.000008411,0.000231963,0.003010213,0.004200693,0.000018708,0.018877607,0.000002718,0.000080783,0.000052746,0.297720991,0.000020283,0.281576738,0.042692102,0.013764866,0.040152006,0.012021103,0.357748894,0.045159227,0.043078702
MBSTEEL-0021,Fe0.662C0.000477Mn0.000521Si0.00102Cr0.000110Ni0.168Mo0.0236V0.000112Nb0.0000616Co0.119Al0.00488Ti0.0213,2372.400000000,Ni,Co+Mo+Ni+Ti,1af255c647671eb8,12,0.338715246,0.948716868,0.006370110,0.045024901,1.039617879,0.661284754,0.000476485,0.000520437,0.001018898,0.000109881,0.167818488,0.023574502,0.000111879,0.000000000,0.000061533,0.118871429,0.000000000,0.004874727,0.021276987,0.000000052,0.000011233,0.000000053,0.000000029,0.000000000,0.000010138,0.000103720,0.003570672,0.003956237,0.000018440,0.019948823,0.000002590,0.000079963,0.000056640,0.301325487,0.000021506,0.287210354,0.045134782,0.006043431,0.042715883,0.012963177,0.352134426,0.047458733,0.018806682
MBSTEEL-0022,Fe0.663C0.00329Mn0.000103Si0.000201Cr0.169Ni0.0000963Mo0.0294V0.00455N0.00121Nb0.0000608Co0.129Al0.000629,1312.600000000,Cr,Co+Cr+Mo,26e752389b58bb40,12,0.337357893,0.965227980,0.005327123,0.033992441,1.001055344,0.662642107,0.003288224,0.000102944,0.000200891,0.168908772,0.000096248,0.029384130,0.004547544,0.001209347,0.000060767,0.128930365,0.000000000,0.000628660,0.000000000,0.000555410,0.000096622,0.000014953,0.000000200,0.000000000,0.000000000,0.000000000,0.000000000,0.000002828,0.000016257,0.000012409,0.004963237,0.000000316,0.000423952,0.266793705,0.000667185,0.130338904,0.202901213,0.005141888,0.032810455,0.026445922,0.337713922,0.035217007,0.015790717
MBSTEEL-0023,Fe0.664C0.00751Mn0.00575Si0.000201Cr0.157Ni0.0000961Mo0.0301V0.00454N0.00121Nb0.0000607Co0.128Al0.00105,1350.400000000,Cr,Co+Cr+Mo,392c7c6d2d0a28be,12,0.335679665,0.959848939,0.009975810,0.034717441,1.040585295,0.664320335,0.007513623,0.005752774,0.000201097,0.157075742,0.000096146,0.030114521,0.004542190,0.001210584,0.000060729,0.128061751,0.000000000,0.001050507,0.000000000,0.001180208,0.000226269,0.000034128,0.000000456,0.000000000,0.000000000,0.000000000,0.000000000,0.000002895,0.000015102,0.000012313,0.004730261,0.000000722,0.000962208,0.260792153,0.001441062,0.135121255,0.191793182,0.009575271,0.033323499,0.025915335,0.349303323,0.036169693,0.029718243
MBSTEEL-0024,Fe0.664C0.00754Mn0.000103Si0.000604Cr0.152Ni0.0105Mo0.0292V0.000111Nb0.00164Co0.134Al0.000629,1169.400000000,Cr,Co+Cr+Mo,da8f3cb5e27c14d7,11,0.336217057,0.960399949,0.008770132,0.030940882,1.037017670,0.663782943,0.007537535,0.000102966,0.000603803,0.151950312,0.010496568,0.029190455,0.000110964,0.000000000,0.001639464,0.133956196,0.000000000,0.000628794,0.000000000,0.001145331,0.000220024,0.000000836,0.000012358,0.000000000,0.000000000,0.000000000,0.000000000,0.000306400,0.001594957,0.001406080,0.004435499,0.000079118,0.001009700,0.269754191,0.001378549,0.144555730,0.182891195,0.008422834,0.029715621,0.026437970,0.348663029,0.032216664,0.026084733
MBSTEEL-0025,Fe0.664C0.00926Mn0.000101Si0.0101Cr0.134Ni0.00900Mo0.0114V0.000109Nb0.000479Co0.161Al0.000618,1322.100000000,Co,Co+Cr,18988e7edc32d801,11,0.336044485,0.968145134,0.019976662,0.011987197,1.028578500,0.663955515,0.009259380,0.000100993,0.010099323,0.133991023,0.008999397,0.011399236,0.000108993,0.000000000,0.000478968,0.160989214,0.000000000,0.000617959,0.000000000,0.001240674,0.000105550,0.000001009,0.000004435,0.000000000,0.000000000,0.000000000,0.000000000,0.000102586,0.001205838,0.001448806,0.001527395,0.000083329,0.001490660,0.263292759,0.001351668,0.170089604,0.145978220,0.019340308,0.011605346,0.024829378,0.345648132,0.012381612,0.059446481
MBSTEEL-0026,Fe0.665C0.000468Mn0.000102Si0.000200Cr0.121Ni0.0768Mo0.0293V0.000110Nb0.0000606Co0.0823Al0.0254Ti0.000118,1870.600000000,Cr,Al+Co+Cr+Mo,b01362e06b0e2c1e,12,0.335570479,0.944501051,0.026045637,0.029563217,1.134992644,0.664429521,0.000467599,0.000101912,0.000199828,0.120896199,0.076734116,0.029274865,0.000109906,0.000000000,0.000060548,0.082229398,0.000000000,0.025378210,0.000117899,0.000056531,0.000013689,0.000000051,0.000000028,0.000000000,0.000000055,0.000002992,0.000009047,0.002246381,0.009276863,0.006309800,0.003539220,0.000035881,0.000038450,0.267670978,0.000070355,0.159065426,0.150459417,0.024600132,0.027922490,0.023932891,0.380870025,0.031300354,0.077615996
MBSTEEL-0027,Fe0.666C0.000482Mn0.000105Si0.000206Cr0.000111Ni0.149Mo0.0308V0.000114Nb0.0000623Co0.150Al0.000644Ti0.00242,1580.000000000,Co,Co+Mo+Ni,9a667ea9799f979d,12,0.333962902,0.965383772,0.001332074,0.033398160,0.974482474,0.666037098,0.000482027,0.000105006,0.000206011,0.000111006,0.149008300,0.030801716,0.000114006,0.000000000,0.000062303,0.150008355,0.000000000,0.000644036,0.002420135,0.000000054,0.000014847,0.000000055,0.000000030,0.000000000,0.000001167,0.000001559,0.000360620,0.004589711,0.000016541,0.022352490,0.000003419,0.000071826,0.000072308,0.318079217,0.000016152,0.299121661,0.033509166,0.001285963,0.032242042,0.010023317,0.325440995,0.034595734,0.003988689
MBSTEEL-0028,Fe0.666C0.00702Mn0.000102Si0.000200Cr0.157Ni0.0000958Mo0.0296V0.00508N0.00602Nb0.0000605Co0.129Al0.00104,1164.400000000,Cr,Co+Cr+Mo,868d9b764dcda15b,12,0.334810400,0.956112968,0.014262624,0.034698227,1.033412624,0.665189600,0.007011458,0.000101876,0.000199757,0.156808960,0.000095683,0.029563982,0.005073819,0.006012675,0.000060426,0.128843031,0.000000000,0.001038735,0.000000000,0.001099459,0.000207287,0.000035575,0.000000424,0.000000000,0.000000000,0.000000000,0.000000000,0.000002829,0.000015004,0.000012328,0.004635897,0.000000671,0.000903378,0.258441741,0.001342745,0.135053265,0.191507187,0.013636680,0.033175425,0.025863671,0.345997294,0.036290928,0.042599107
MBSTEEL-0029,Fe0.666C0.00751Mn0.000103Si0.000201Cr0.155Ni0.0000960Mo0.0299V0.00963N0.00161Nb0.0000607Co0.129Al0.00104,1550.300000000,Cr,Co+Cr+Mo,b4876f612746111d,12,0.334100351,0.959684376,0.010359439,0.039584735,1.031881275,0.665899649,0.007508868,0.000102984,0.000200970,0.154976645,0.000095986,0.029895495,0.009628549,0.001609757,0.000060691,0.128980563,0.000000000,0.001039843,0.000000000,0.001163699,0.000224481,0.000072300,0.000000456,0.000000000,0.000000000,0.000000000,0.000000000,0.000002870,0.000014876,0.000012380,0.004633104,0.000000721,0.000968498,0.257648673,0.001460936,0.130789290,0.194561380,0.009941792,0.037988852,0.025446545,0.344751896,0.041247660,0.031006968
MBSTEEL-0030,Fe0.667C0.000477Mn0.000522Si0.00102Cr0.000110Ni0.171Mo0.0233V0.000113Nb0.0000617Co0.115Al0.00361Ti0.0184,2381.600000000,Ni,Co+Mo+Ni,f057a9ba63e1081b,12,0.333409087,0.953160046,0.005103868,0.041849017,1.019483062,0.666590913,0.000476707,0.000521680,0.001019374,0.000109933,0.170895122,0.023285710,0.000112931,0.000000000,0.000061662,0.114929468,0.000000000,0.003607786,0.018388715,0.000000052,0.000011100,0.000000054,0.000000029,0.000000000,0.000008766,0.000066343,0.003142542,0.003979414,0.000018787,0.019640885,0.000002560,0.000081467,0.000054788,0.300537362,0.000020002,0.286346270,0.041958951,0.004864803,0.039888811,0.012014789,0.339904917,0.043905551,0.015308125
MBSTEEL-0031,Fe0.667C0.00984Mn0.000102Si0.000200Cr0.158Ni0.0000959Mo0.0295V0.00453N0.000804Nb0.0000606Co0.129Al0.00104,1405.600000000,Cr,Co+Cr+Mo,1876b89729085fff,12,0.333115038,0.958562548,0.011881950,0.034084720,1.016679483,0.666884962,0.009838303,0.000101982,0.000199966,0.157972750,0.000095883,0.029494912,0.004529219,0.000803861,0.000060590,0.128977751,0.000000000,0.001039821,0.000000000,0.001554184,0.000290180,0.000044560,0.000000596,0.000000000,0.000000000,0.000000000,0.000000000,0.000002828,0.000015147,0.000012367,0.004659392,0.000000943,0.001268922,0.259301970,0.001889520,0.129979477,0.192057471,0.011389592,0.032672336,0.024963530,0.338671225,0.035558160,0.035669209
MBSTEEL-0032,Fe0.667C0.00984Mn0.000102Si0.000200Cr0.158Ni0.0000959Mo0.0295V0.00508N0.000804Nb0.0000606Co0.128Al0.00104,1529.600000000,Cr,Co+Cr+Mo,e6ded766064924cf,12,0.332814856,0.958543896,0.011887299,0.034650215,1.018021810,0.667185144,0.009842731,0.000102028,0.000200056,0.158043857,0.000095927,0.029508189,0.005081410,0.000804223,0.000060617,0.128035530,0.000000000,0.001040289,0.000000000,0.001555583,0.000290441,0.000050015,0.000000597,0.000000000,0.000000000,0.000000000,0.000000000,0.000002831,0.000015161,0.000012282,0.004663588,0.000000944,0.001260219,0.258518440,0.001896636,0.129037708,0.192694073,0.011394498,0.033213752,0.024864802,0.338812782,0.036148804,0.035717453
MBSTEEL-0033,Fe0.668C0.000469Mn0.000102Si0.000200Cr0.119Ni0.0764Mo0.0293V0.000110Nb0.0000606Co0.0817Al0.0252Ti0.000118,1825.800000000,Cr,Al+Co+Cr+Mo,4012724ce2fd6b63,12,0.332440322,0.944688883,0.025851948,0.029569096,1.128942933,0.667559678,0.000468691,0.000101933,0.000199868,0.118921559,0.076349640,0.029280686,0.000109927,0.000000000,0.000060560,0.081646146,0.000000000,0.025183389,0.000117922,0.000055737,0.000013724,0.000000052,0.000000028,0.000000000,0.000000055,0.000002970,0.000009003,0.002235570,0.009079618,0.006233654,0.003482105,0.000035784,0.000038267,0.265385751,0.000069596,0.158097719,0.148490654,0.024422048,0.027933596,0.023476034,0.375306152,0.031300354,0.077764177
