column,non_missing,numeric_non_missing,unique_values,role,min,max,std
frac_Ir,10985,10985,22,numeric_feature,0.000000000,1.000000000,0.067146829
frac_Pt,10985,10985,29,numeric_feature,0.000000000,1.000000000,0.092321072
frac_Au,10985,10985,24,numeric_feature,0.000000000,1.000000000,0.080112464
frac_Hg,10985,10985,19,numeric_feature,0.000000000,1.000000000,0.068082176
frac_Tl,10985,10985,21,numeric_feature,0.000000000,1.000000000,0.055920202
frac_Pb,10985,10985,23,numeric_feature,0.000000000,1.000000000,0.040556111
frac_Bi,10985,10985,21,numeric_feature,0.000000000,1.000000000,0.055911599
frac_Po,10985,10985,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_At,10985,10985,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Rn,10985,10985,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Fr,10985,10985,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ra,10985,10985,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ac,10985,10985,8,numeric_feature,0.000000000,1.000000000,0.036494011
frac_Th,10985,10985,18,numeric_feature,0.000000000,1.000000000,0.039108000
frac_Pa,10985,10985,8,numeric_feature,0.000000000,1.000000000,0.025028333
frac_U,10985,10985,18,numeric_feature,0.000000000,1.000000000,0.031472536
