column,non_missing,numeric_non_missing,unique_values,role,min,max,std
frac_Ho,5680,5680,4,numeric_chemistry_feature,0.000000000,0.080000000,0.001215947
frac_Er,5680,5680,2,numeric_chemistry_feature,0.000000000,0.675000000,0.008956320
frac_Tm,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Yb,5680,5680,6,numeric_chemistry_feature,0.000000000,0.720000000,0.011262919
frac_Lu,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Hf,5680,5680,83,numeric_chemistry_feature,0.000000000,0.850000000,0.095789545
frac_Ta,5680,5680,18,numeric_chemistry_feature,0.000000000,0.500000000,0.023115573
frac_W,5680,5680,26,numeric_chemistry_feature,0.000000000,0.850000000,0.024480102
frac_Re,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Os,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Ir,5680,5680,4,numeric_chemistry_feature,0.000000000,0.400000000,0.005317295
frac_Pt,5680,5680,19,numeric_chemistry_feature,0.000000000,0.640000000,0.020908509
frac_Au,5680,5680,34,numeric_chemistry_feature,0.000000000,0.770000000,0.025340262
frac_Hg,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Tl,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Pb,5680,5680,4,numeric_chemistry_feature,0.000000000,0.275000000,0.004715991
frac_Bi,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Po,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_At,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Rn,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Fr,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Ra,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Ac,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Th,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_Pa,5680,5680,1,numeric_chemistry_feature,0.000000000,0.000000000,0.000000000
frac_U,5680,5680,2,numeric_chemistry_feature,0.000000000,0.206000000,0.002733336
