row_id,source_layer_index,split_name,source_file_name,source_group_key,source_member_name,target_file_name,target_group_key,target_member_name,target_type,target_layer_index,join_offset,source_coverage,target_coverage,target_width,target_height,target_bits_per_pixel,target_channels
In-situ Meas Data/Layer Camera/A{index}.bmp::0012,12,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0012.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/A{index}.bmp,In-situ Meas Data/Layer Camera/A0012.bmp,layer_camera,12,0,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/A{index}.bmp::0013,13,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0013.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/A{index}.bmp,In-situ Meas Data/Layer Camera/A0013.bmp,layer_camera,13,0,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0001,2,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0002.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0001.bmp,layer_camera,1,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0002,3,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0003.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0002.bmp,layer_camera,2,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0003,4,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0004.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0003.bmp,layer_camera,3,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0004,5,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0005.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0004.bmp,layer_camera,4,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0005,6,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0006.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0005.bmp,layer_camera,5,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0006,7,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0007.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0006.bmp,layer_camera,6,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0007,8,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0008.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0007.bmp,layer_camera,7,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0008,9,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0009.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0008.bmp,layer_camera,8,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0009,10,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0010.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0009.bmp,layer_camera,9,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0010,11,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0011.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0010.bmp,layer_camera,10,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0011,12,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0012.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0011.bmp,layer_camera,11,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0012,13,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0013.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0012.bmp,layer_camera,12,1,0.987952,1.000000,2000,2000,8,1
