column,non_missing,numeric_non_missing,unique_values,role,min,max,std
frac_Na,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Mg,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Al,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Si,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_P,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_S,18928,18928,2,numeric_feature,0.000000000,0.200000000,0.069987270
frac_Cl,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ar,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_K,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Ca,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Sc,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Ti,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_V,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Cr,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Mn,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Fe,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Co,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Ni,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Cu,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Zn,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Ga,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Ge,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_As,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Se,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Br,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Kr,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Rb,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Sr,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Y,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Zr,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Nb,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Mo,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Tc,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ru,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Rh,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Pd,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Ag,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Cd,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_In,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Sn,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Sb,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Te,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_I,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Xe,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Cs,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Ba,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_La,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Ce,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Pr,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Nd,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Pm,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Sm,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Eu,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Gd,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Tb,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Dy,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ho,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Er,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Tm,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Yb,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Lu,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Hf,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Ta,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_W,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Re,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Os,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Ir,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Pt,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Au,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Hg,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Tl,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Pb,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Bi,18928,18928,3,numeric_feature,0.000000000,0.400000000,0.038845276
frac_Po,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_At,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Rn,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Fr,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ra,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Ac,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Th,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_Pa,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
frac_U,18928,18928,1,numeric_feature,0.000000000,0.000000000,0.000000000
